736.66	1425.25
736.97	1452.36
737.29	1427.5
737.60	1530.33
737.92	1477.22
738.24	1456.88
738.55	1487.39
738.87	1530.33
739.18	1514.51
739.50	1467.05
739.82	1572.13
740.13	1561.96
740.45	1599.25
740.76	1563.09
741.08	1556.32
741.39	1551.8
741.71	1554.06
742.02	1519.03
742.34	1627.5
742.66	1599.25
742.97	1669.31
743.29	1644.45
743.60	1616.2
743.92	1604.9
744.23	1627.5
744.55	1686.26
744.86	1667.05
745.18	1688.51
745.49	1676.09
745.81	1755.18
746.12	1735.97
746.44	1714.5
746.75	1742.75
747.06	1755.18
747.38	1717.89
747.69	1795.86
748.01	1828.62
748.32	1841.05
748.64	1851.22
748.95	1815.07
749.27	1815.07
749.58	1861.39
749.89	1907.72
750.21	1906.59
750.52	1984.55
750.84	1916.76
751.15	1960.82
751.46	1934.84
751.78	1960.82
752.09	2033.14
752.41	2046.7
752.72	2047.83
753.03	2112.23
753.35	2146.13
753.66	2159.69
753.97	2187.94
754.29	2130.31
754.60	2251.21
754.91	2264.77
755.23	2250.08
755.54	2332.57
755.85	2347.25
756.17	2316.75
756.48	2374.37
756.79	2430.87
757.11	2519
757.42	2584.54
757.73	2633.12
758.05	2573.24
758.36	2586.8
758.67	2609.39
758.98	2739.33
759.30	2747.24
759.61	2799.22
759.92	2868.14
760.23	2810.52
760.55	2940.46
760.86	2973.23
761.17	3046.67
761.48	3073.79
761.80	3098.65
762.11	3079.44
762.42	3187.91
762.73	3294.12
763.05	3377.74
763.36	3425.19
763.67	3398.07
763.98	3420.67
764.29	3570.95
764.60	3506.55
764.92	3643.27
765.23	3651.18
765.54	3890.72
765.85	3847.78
766.16	3891.85
766.47	3912.19
766.79	4053.42
767.10	4039.87
767.41	4174.33
767.72	4137.04
768.03	4344.94
768.34	4416.13
768.65	4488.44
768.97	4533.64
769.28	4612.73
769.59	4709.9
769.90	4733.63
770.21	4774.31
770.52	4920.07
770.83	5066.96
771.14	5176.56
771.45	5168.65
771.76	5253.39
772.07	5304.24
772.38	5434.18
772.69	5418.36
773.01	5533.61
773.32	5581.07
773.63	5818.35
773.94	5842.08
774.25	5975.41
774.56	6080.49
774.87	6165.23
775.18	6174.27
775.49	6356.19
775.80	6444.32
776.11	6534.72
776.42	6607.03
776.73	6689.51
777.04	6788.95
777.35	6853.35
777.66	6932.44
777.97	7048.83
778.28	7072.55
778.59	7342.6
778.89	7471.41
779.20	7399.1
779.51	7552.77
779.82	7800.22
780.13	7774.23
780.44	7994.56
780.75	8169.7
781.06	8119.98
781.37	8168.57
781.68	8455.57
781.99	8531.27
782.30	8566.3
782.60	8726.75
782.91	8976.46
783.22	9005.84
783.53	9210.35
783.84	9312.04
784.15	9542.55
784.46	9571.92
784.77	9722.2
785.07	9970.78
785.38	10168.52
785.69	10359.47
786.00	10411.45
786.31	10597.89
786.62	10897.31
786.92	10980.93
787.23	11272.44
787.54	11192.22
787.85	11444.19
788.16	11711.98
788.46	11862.26
788.77	12249.82
789.08	12369.59
789.39	12544.73
789.70	12880.31
790.00	13170.7
790.31	13238.49
790.62	13659.95
790.93	13892.71
791.23	14137.91
791.54	14401.18
791.85	14674.61
792.16	14806.81
792.46	15210.19
792.77	15534.48
793.08	15827.13
793.38	16115.25
793.69	16418.07
794.00	16664.39
794.31	16777.38
794.61	17440.64
794.92	17829.33
795.23	18005.6
795.53	18491.46
795.84	18845.13
796.15	18951.34
796.45	19596.52
796.76	19584.09
797.07	19842.84
797.37	20593.1
797.68	20514.01
797.98	21117.38
798.29	21393.08
798.60	21676.69
798.90	22029.22
799.21	22457.46
799.52	23020.16
799.82	23408.85
800.13	23990.75
800.43	24256.28
800.74	24725.2
801.05	24898.07
801.35	25390.72
801.66	25541
801.96	26067.53
802.27	26589.56
802.57	26856.21
802.88	27318.35
803.18	27777.09
803.49	28099.12
803.80	28181.6
804.10	29136.38
804.41	29584.96
804.71	29735.24
805.02	30530.69
805.32	30580.41
805.63	31271.92
805.93	32039.13
806.24	32069.64
806.54	32865.1
806.85	32850.41
807.15	33458.3
807.46	34037.95
807.76	34548.67
808.06	34876.34
808.37	35431.13
808.67	36118.12
808.98	36428.84
809.28	36737.31
809.59	36956.51
809.89	37859.32
810.20	38249.14
810.50	38755.34
810.80	38956.46
811.11	39442.32
811.41	40077.34
811.72	40630.99
812.02	41114.6
812.32	41559.78
812.63	42123.61
812.93	42537.16
813.24	42895.34
813.54	43215.11
813.84	44077.23
814.15	44635.41
814.45	44972.12
814.75	45267.03
815.06	46121.24
815.36	46265.87
815.66	46468.13
815.97	46912.18
816.27	47822.9
816.57	48219.49
816.88	48405.93
817.18	48715.53
817.48	49459.01
817.79	49852.22
818.09	50222.83
818.39	50871.4
818.69	51306.42
819.00	51670.25
819.30	52151.59
819.60	52532.38
819.90	52969.65
820.21	53462.29
820.51	53553.82
820.81	53759.46
821.11	54575.26
821.42	54740.23
821.72	55030.62
822.02	55259.99
822.32	55672.41
822.63	55774.1
822.93	56403.46
823.23	56493.85
823.53	57012.48
823.83	57033.95
824.14	57611.34
824.44	57571.79
824.74	58153.7
825.04	58342.39
825.34	58543.52
825.64	58601.14
825.95	58740.12
826.25	59084.75
826.55	59306.21
826.85	59575.13
827.15	59950.26
827.45	60253.08
827.75	60362.68
828.05	60790.92
828.36	60860.97
828.66	60944.58
828.96	61405.59
829.26	61483.55
829.56	61656.43
829.86	61854.16
830.16	61848.52
830.46	61952.47
830.76	62309.52
831.06	62380.7
831.36	62620.25
831.66	62701.6
831.97	62773.91
832.27	62883.52
832.57	62923.06
832.87	63141.14
833.17	63101.59
833.47	63203.28
833.77	63363.73
834.07	63349.04
834.37	63419.1
834.67	63462.03
834.97	63582.93
835.27	63534.35
835.57	63619.09
835.87	63678.98
836.17	63825.86
836.47	63939.99
836.77	64138.85
837.07	64043.94
837.37	64055.24
837.66	64231.5
837.96	64259.75
838.26	64336.59
838.56	64359.18
838.86	64467.66
839.16	64448.45
839.46	64537.71
839.76	64596.47
840.06	64697.03
840.36	64749
840.66	64673.3
840.96	64798.72
841.25	64798.72
841.55	64798.72
841.85	64735.44
842.15	64798.72
842.45	64798.72
842.75	64720.76
843.05	64798.72
843.34	64798.72
843.64	64795.33
843.94	64798.72
844.24	64798.72
844.54	64798.72
844.84	64702.68
845.13	64684.6
845.43	64704.94
845.73	64651.83
846.03	64553.53
846.33	64545.62
846.62	64541.1
846.92	64515.11
847.22	64411.16
847.52	64332.07
847.82	64282.35
848.11	64187.44
848.41	64246.19
848.71	64098.17
849.01	64042.81
849.30	63958.06
849.60	63891.4
849.90	63781.8
850.20	63567.11
850.49	63432.65
850.79	63423.61
851.09	63285.77
851.38	63308.36
851.68	63041.7
851.98	63101.59
852.27	62780.69
852.57	62621.38
852.87	62207.83
853.16	62077.89
853.46	61546.83
853.76	61637.22
854.05	60950.23
854.35	60686.96
854.65	60499.4
854.94	60519.74
855.24	59907.32
855.54	59548.01
855.83	58806.79
856.13	58584.19
856.42	58088.16
856.72	57386.49
857.02	57074.63
857.31	56433.97
857.61	55480.32
857.90	54923.27
858.20	54426.11
858.50	53525.57
858.79	52310.91
859.09	51992.28
859.38	50837.51
859.68	50218.31
859.97	48831.91
860.27	48201.42
860.56	47457.93
860.86	45989.05
861.16	45274.94
861.45	43941.64
861.75	43117.93
862.04	41820.79
862.34	41432.1
862.63	40081.86
862.93	39192.61
863.22	37903.38
863.52	36923.75
863.81	35932.81
864.10	35318.14
864.40	34243.59
864.69	33257.18
864.99	32322.74
865.28	31444.79
865.58	30198.5
865.87	29303.61
866.17	28355.61
866.46	27359.03
866.75	26476.56
867.05	25221.23
867.34	24774.91
867.64	23733.13
867.93	22786.27
868.23	22225.83
868.52	21703.81
868.81	21195.35
869.11	20916.26
869.40	20298.2
869.69	19865.44
869.99	19394.26
870.28	18796.54
870.58	18446.27
870.87	17837.24
871.16	17349.12
871.46	16996.59
871.75	16282.48
872.04	15960.46
872.34	15318.67
872.63	14972.91
872.92	14576.31
873.21	14132.26
873.51	13597.81
873.80	13187.65
874.09	12818.17
874.39	12349.25
874.68	11771.87
874.97	11592.21
875.26	11592.21
875.56	11592.21
