604.33	584.59
604.66	667.07
605.00	628.66
605.33	587.98
605.67	633.18
606.00	695.32
606.34	639.95
606.67	637.7
607.01	648.99
607.34	632.05
607.68	641.08
608.01	638.83
608.35	629.79
608.68	638.83
609.02	621.88
609.35	667.07
609.69	641.08
610.02	626.4
610.36	629.79
610.69	662.55
611.03	586.85
611.36	594.76
611.69	665.94
612.03	573.29
612.36	663.68
612.70	633.18
613.03	637.7
613.37	662.55
613.70	612.84
614.03	580.07
614.37	597.02
614.70	612.84
615.04	643.34
615.37	627.53
615.70	606.06
616.04	626.4
616.37	589.11
616.70	654.64
617.04	603.8
617.37	681.76
617.70	630.92
618.04	600.41
618.37	639.95
618.71	629.79
619.04	642.21
619.37	608.32
619.70	660.29
620.04	646.73
620.37	655.77
620.70	641.08
621.04	613.97
621.37	665.94
621.70	689.67
622.04	606.06
622.37	610.58
622.70	637.7
623.04	665.94
623.37	651.25
623.70	645.6
624.03	597.02
624.37	633.18
624.70	679.5
625.03	608.32
625.36	637.7
625.70	638.83
626.03	606.06
626.36	600.41
626.69	671.59
627.03	668.2
627.36	610.58
627.69	629.79
628.02	650.12
628.35	585.72
628.69	676.11
629.02	612.84
629.35	645.6
629.68	641.08
630.01	661.42
630.35	648.99
630.68	607.19
631.01	636.57
631.34	624.14
631.67	689.67
632.00	695.32
632.34	641.08
632.67	621.88
633.00	664.81
633.33	617.36
633.66	619.62
633.99	700.97
634.32	576.68
634.65	635.44
634.99	670.46
635.32	643.34
635.65	672.72
635.98	681.76
636.31	685.15
636.64	678.37
636.97	628.66
637.30	592.5
637.63	595.89
637.96	645.6
638.30	643.34
638.63	569.9
638.96	636.57
639.29	656.9
639.62	592.5
639.95	671.59
640.28	674.98
640.61	637.7
640.94	600.41
641.27	620.75
641.60	607.19
641.93	669.33
642.26	636.57
642.59	664.81
642.92	629.79
643.25	650.12
643.58	658.03
643.91	641.08
644.24	623.01
644.57	693.06
644.90	673.85
645.23	638.83
645.56	678.37
645.89	650.12
646.22	647.86
646.55	691.93
646.88	670.46
647.21	662.55
647.54	646.73
647.87	668.2
648.20	674.98
648.52	673.85
648.85	758.6
649.18	665.94
649.51	604.93
649.84	655.77
650.17	722.44
650.50	694.19
650.83	710.01
651.16	714.53
651.49	694.19
651.81	741.65
652.14	646.73
652.47	627.53
652.80	704.36
653.13	624.14
653.46	691.93
653.79	721.31
654.12	613.97
654.44	644.47
654.77	623.01
655.10	661.42
655.43	678.37
655.76	658.03
656.09	646.73
656.41	661.42
656.74	613.97
657.07	681.76
657.40	619.62
657.73	656.9
658.05	632.05
658.38	643.34
658.71	670.46
659.04	717.92
659.36	689.67
659.69	583.46
660.02	638.83
660.35	573.29
660.68	638.83
661.00	641.08
661.33	643.34
661.66	646.73
661.99	629.79
662.31	662.55
662.64	623.01
662.97	620.75
663.29	659.16
663.62	656.9
663.95	633.18
664.28	651.25
664.60	628.66
664.93	688.54
665.26	716.79
665.58	636.57
665.91	617.36
666.24	654.64
666.56	635.44
666.89	642.21
667.22	636.57
667.54	627.53
667.87	652.38
668.20	703.23
668.52	729.22
668.85	679.5
669.18	669.33
669.50	667.07
669.83	641.08
670.15	749.56
670.48	624.14
670.81	617.36
671.13	611.71
671.46	676.11
671.79	667.07
672.11	713.4
672.44	663.68
672.76	737.13
673.09	647.86
673.41	667.07
673.74	702.1
674.07	660.29
674.39	663.68
674.72	638.83
675.04	667.07
675.37	670.46
675.69	655.77
676.02	674.98
676.34	638.83
676.67	665.94
676.99	619.62
677.32	656.9
677.64	678.37
677.97	658.03
678.30	655.77
678.62	724.7
678.95	576.68
679.27	671.59
679.59	654.64
679.92	619.62
680.24	641.08
680.57	608.32
680.89	699.84
681.22	705.49
681.54	746.17
681.87	652.38
682.19	702.1
682.52	686.28
682.84	633.18
683.17	599.28
683.49	635.44
683.81	665.94
684.14	645.6
684.46	687.41
684.79	714.53
685.11	689.67
685.43	676.11
685.76	639.95
686.08	658.03
686.41	671.59
686.73	677.24
687.05	663.68
687.38	628.66
687.70	671.59
688.02	639.95
688.35	629.79
688.67	680.63
689.00	655.77
689.32	695.32
689.64	712.27
689.97	658.03
690.29	699.84
690.61	672.72
690.93	767.64
691.26	686.28
691.58	610.58
691.90	688.54
692.23	676.11
692.55	670.46
692.87	686.28
693.20	694.19
693.52	672.72
693.84	702.1
694.16	646.73
694.49	691.93
694.81	634.31
695.13	706.62
695.45	672.72
695.78	682.89
696.10	635.44
696.42	689.67
696.74	663.68
697.07	734.87
697.39	694.19
697.71	778.93
698.03	711.14
698.36	633.18
698.68	665.94
699.00	662.55
699.32	652.38
699.64	669.33
699.97	742.78
700.29	703.23
700.61	678.37
700.93	691.93
701.25	670.46
701.57	732.61
701.90	695.32
702.22	678.37
702.54	693.06
702.86	694.19
703.18	655.77
703.50	725.83
703.82	689.67
704.14	773.28
704.47	755.21
704.79	754.08
705.11	670.46
705.43	732.61
705.75	707.75
706.07	697.58
706.39	673.85
706.71	668.2
707.03	696.45
707.35	685.15
707.68	708.88
708.00	696.45
708.32	710.01
708.64	711.14
708.96	716.79
709.28	763.12
709.60	714.53
709.92	691.93
710.24	707.75
710.56	713.4
710.88	739.39
711.20	739.39
711.52	793.62
711.84	736
712.16	784.58
712.48	758.6
712.80	734.87
713.12	723.57
713.44	769.9
713.76	768.77
714.08	801.53
714.40	835.43
714.72	761.99
715.04	754.08
715.36	760.86
715.68	726.96
716.00	768.77
716.32	742.78
716.64	768.77
716.95	715.66
717.27	799.27
717.59	765.38
717.91	847.86
718.23	844.47
718.55	760.86
718.87	739.39
719.19	808.31
719.51	806.05
719.83	803.79
720.14	811.7
720.46	819.61
720.78	810.57
721.10	833.17
721.42	839.95
721.74	837.69
722.06	800.4
722.38	859.16
722.69	833.17
723.01	863.68
723.33	908.87
723.65	926.95
723.97	894.19
724.29	968.76
724.60	940.51
724.92	992.49
725.24	949.55
725.56	937.12
725.88	998.14
726.19	951.81
726.51	997.01
726.83	1052.37
727.15	1035.42
727.46	1071.58
727.78	997.01
728.10	1020.74
728.42	1077.23
728.73	1078.36
729.05	1001.53
729.37	1058.02
729.69	1056.89
730.00	1139.38
730.32	1128.08
730.64	1174.4
730.96	1159.72
731.27	1255.76
731.59	1177.79
731.91	1182.31
732.22	1254.63
732.54	1280.62
732.86	1280.62
733.17	1255.76
733.49	1333.72
733.81	1372.14
734.12	1345.02
734.44	1340.5
734.76	1343.89
735.07	1354.06
735.39	1394.74
735.71	1406.04
736.02	1331.46
736.34	1357.45
